file,artist,title,lyrics,genre,mood,year
TRBENDH128F1467D62.h5,Devo,Be Stiff (Live),"One, two, be stiff

Be stiff, b-abies, be stiff
Fruit ooze is wetly lewd so
Stay dry in rubber boots and

Be stiff, b-abies, be stiff
Cucumbers, ripe and rude
Bend over, fixed to shoot and

Be stiff, b-abies, be stiff
Breathe hard in metal suits now
Live right, make lots of loot and
Be stiff

Be stiff, b-abies, be stiff
Wet women waste your food
Go solo, no-no two's and

Be stiff, b-abies, be stiff
Watch out for fruits and mutes
Deep sleepers jerk the root

So be stiff, b-abies, be stiff
Breathe hard in metal suits now
Live right make lots of loot and
Oh, be stiff

Be stiff, b-abies, be stiff
Fruit ooze is wetly lewd so
Stay dry in rubber boots and

Be stiff, b-abies, be stiff
Wet women waste your food
Go solo, no-no two's and

Be stiff, b-abies, be stiff
Breathe hard in metal suits now
Live right, make lots of loot and
Oh, be stiff",Rock,happy,1993
TRBEOSC128F426AB23.h5,System of a Down,War?,"Dark is the light
The man you fight
With all your prayers, incantations
Running away, a trivial day
Of judgment and deliverance
To whom was sold, this bounty soul
A gentile or a priest?
Who victored over, the Seljuks
When the Holy Land was taken

We will fight the heathens, we will fight the heathens
We will fight the heathens, we will fight the heathens

Was it the riches of the land
Powers of bright darkness
That lead the noble to the East
To fight the heathens

We will fight the heathens, we will fight the heathens
We will fight the heathens, we will fight the heathens
We will fight the heathens, we will fight the heathens
We will fight the heathens, we will fight the heathens

We must call upon our bright darkness
Beliefs, they're the bullets of the wicked
One was written on the sword
For you must enter a room to destroy it, destroy it, destroy it!

Now international security
The call of the righteous man
Needs a reason to kill man
History teaches us so
The reason he must attain
Must be approved by his God
His child, partisan brother of war

Of war, we don't speak anymore
Of war, we don't speak anymore
Of war, we don't speak anymore
Of war, we don't speak anymore

We will fight the heathens, we will fight the heathens
We will fight the heathens, we will fight the heathens
We will fight the heathens, we will fight the heathens
We will fight the heathens, we will fight the heathens",Rock,sad,1996
TRBEOUP12903CF652E.h5,Joe Bonamassa,So Many Roads,"So many roads
So many trains to ride
So many roads
So many trains to ride
I've got to find my baby
Before I can be satisfied

I was staring out my window
When I heard that whistle blow
I was staring out my window
When I heard that whistle blow
I thought it was a street light
Ohh... When I saw it glow


It was a mean old fireman
And a cruel engineer
It was a mean old fireman
And a cruel engineer
Yes, That took my baby
And left me standing here

So many roads
So many trains to ride
So many roads
So many trains to ride
I've got to find my baby
Before I'm satisfied",Rock,sad,2006
TRBEVII12903CA1A06.h5,Blind Willie Johnson,John the Revelator,"[call] Well who's that writin'? [response] John the Revelator
Who's that writin'? John the Revelator
Who's that writin'? John the Revelator
A book of the seven seals

[call] Tell me what's John writin'? [response] Ask the Revelator
What's John writin'? Ask the Revelator
What's John writin'? Ask the Revelator
A book of the seven seals

Well ooh ooh why me, thousands cried holy
Bound for some, Son of our God
Daughter of Zion, Judah the Lion
He redeemeth, and bought us with his blood

[Repeat verses 1 & 2]

John the Revelator, great advocator
Get's 'em on the battle of Zion
Lord, tellin' the story, risin' in glory
Cried, ""Lord, don't you love some I""

[Repeat verses 1 & 2]

Well Moses to Moses, watchin' the flock
Saw the bush where they had to stop
God told Moses, ""Pull off your shoes""
Out of the flock, well you I choose

[Repeat verses 1 & 2]",Blues,sad,1991
TRBEYDS128F148C563.h5,Erick Sermon,Erick Sermon,"(Erick Sermon)
Owww!
Word em up, word em up yo
Yeah yeah, word em up like dat
Erick Sermon's in effect
Def Squad, that's the hype
One more time word
Yeah
Yeah, mackadocious shit
Yeah

This is my openin, E comin at ya lazy style
Versatile, crazy wild with my profile
Dominatin the microphone, on my own
Freakin it, with the ill vocal tone
Outspoken, here's a token of my appreciation
I bring drama like Jason
Who can see me?  You better ask Superman
for his super vision, cause I'm on a fuckin mission
Test my skills, and I rearrange your fuckin grill
Will kill if I have to get ill
Get away, carry on, and step
like the S1's, cause my crew carry big guns
to blow up, anybody in the range
And plus I'm bad as Michael Jackson, even though he +Dangerous+
E Double with the funk type shit
This is it, so get with the skit motherfucker",Hip Hop/Rap,happy,1993
TRBEYVD12903CE3DE9.h5,Pepper,Point And Shoot (Demo),"I'm exactly where I want to be
Like a thief inside a robbery
Listening to pirate radio
Imagine that I'm in the show
Empty sky but I'm still composed
Take some time for these sexy episodes where
Pussy licking, Pussy licking me oh I
I see a photo opportunity
Now lick your lips shake your hips cause that's the shit now lover
Let the licker help you get on it
Now this room is getting loud
Must keep an eye now, three is a crowd so
Pussy licking, Pussy licking me oh I
I see a photo opportunity
Now lick your lips shake your hips cause that's the shit now lover
Let the licker help you get on it, Let the licker help you get on it
If you wanted to, you could do like me
Several times, I know, I'm lucky to be
In the mix but still composed, lost inside these kinky episodes
Pussy licking, Pussy licking me oh I
I see a photo opportunity oh
Now lick your lips shake your hips cause that's the shit now lover
Let the licker help you get on it, Let the licker help you get on it oh
Whoa you, you should imagine, all that these eyes yah, all these eyes have ever seen
I hope you, you got something that I could use, oh I could use, oh I could use you baby one more time",Rock,happy,2007
TRBFAKP128F148B600.h5,Blackfoot,Heart's Grown Cold (LP Version),"Oh, go out and have your habit
You're the who's takin' it
You're the who's fakin' it
You're the one who's hearts grown cold
You're the one who's hearts grown cold
Come down and tell me that it's better
You're the who's using it
You're the who's losing it
You're the one who's got no soul
You're the one who's hearts grown cold
I touch your lips with my fingertips
I hang on every breath you take
You don't need me like I need you
You have your heartaches tonight
Every day, I just hope and pray
I just hope that you still care
That you still have your dreams, oh
Baby, honey let me tell you that
Your heart's grown cold
Yeah, yeah, yeah, yeah
Baby, honey let me tell you that
Your heart's grown cold
Yeah, yeah, yeah, yeah
Baby, honey let me tell you that
Your heart's grown cold
Yeah, yeah, yeah, yeah
Baby, honey let me tell you that
Your heart's grown cold
Yeah, yeah, yeah, yeah
Baby, honey let me tell you that
Your heart's grown cold
Yeah, yeah, yeah, yeah",Rock,happy,1983
TRBFBOG128F9356C6E.h5,EPMD,Head Banger,"(Redman) Negroes!!!!!!!!

(repeat 6X) (Hit Squad) The head banger, WHAT?
(Hit Squad) The head banger
Parrish Smith gettin wreck
(Hit Squad) The head banger

Verse One: Parrish Smith

Ka-rank the boombox as my sound knock from blocks
as I chill, and bust grills you take snapshots
of the maniac, dressed in black, carry round a strap
Kid you play me too close (slow down and catch a cap, POW!!)
Cause I don't play games, an outlaw like Jesse James
To hell with the bitches and the so-called fame (uh-huh)
Strictly biz to hard (kid yeah) as I climb charts
Bustin ass daily as I compose like Mozart
Just stand, say you're mad damn, why him?
Z-oh-one Tonka, five-sixty Benz
I'm sick and mad deep no shorts and no sleep
I'm bugged like a tapped phone, hard like concrete
So get a GRIP and don't SLIP or catch a CLIP
from the infrared aimed at your head as I blast my TARGET
The Bozack, I rip up flows that
make an MC stop and chill and say HE'S ALL THAT
Hardcore no R&B singer
Roll with the Hit Squad... down with the head banger

(repeat 4X) (Hit Squad) The head banger, WHAT?
""Yeahhh, head crack, head crack"" -- Grand Puba, Slow Down
(repeat 3X) (Hit Squad) The head banger, WHAT?
Erick Sermon break it down
(Hit Squad) The head banger
""Yeahhh, head crack, head crack""

Verse Two: Erick Sermon

SURPRISE, you wonder where I've been, I've been workin
But sounds makin danger, and black birds chirpin
A real Damian, Omen possessed by the devil
You dig the rhythm, and I'll play the RUNNIN REBEL
Changed my style, so I can freak the funk
Yo pass the Philly, HIT SQUAD spark the blunt
I got the power, to ramshack a stadium
WUBBA WUBBA, even Judy Brown the Palladium
Yo, I'm from the Boondocks so I knows the flavor (yeah, yeah)
Sometimes I curse but now, I show behavior
EPMD, YO, is in this to win this
A brand new LP SO MIND YOUR BUSINESS
No jokin, I'm gettin paid fully
You wanna buy the cassette, stop by Sam Goody
YO WHERE'S MY HOODIE?  I wanna be hard and cause some ruckus
Talk with the b-boy slang and blast some suckers
Walk like an Egyptian, rough crackin my steel
Plus I'm goin to court, make my own appeal
As taught as a kid or told, NEVER TALK TO A STRANGER
Cause I could be a head banger

(repeat 4X) (Hit Squad) The head banger, WHAT?
""Yeahhh, head crack, head crack"" -- Grand Puba, Slow Down
(repeat 3X) (Hit Squad) The head banger, WHAT?
K-Solo!!!
(Hit Squad) The head banger
""Yeahhh, head crack, head crack""

Verse Three: K-Solo

I'm the original rap criminal (yeahhhhh)
My shots, spell spray (hoo-ahhhh) duck leaves my trigger finger DIGITAL
My gun'll make, many men, things you did when I get mad
and pissed cause I can make him my TARGET
Braggin em taggin em draggin em mad hollow-point rhymes in my mic
Choose Smith or assault over Magnum (huh)
So back up off me, here's a clip
For uzis and guns, and then you faggots gonna OFF ME
I'm sure you know the deal that my nine can box
I knock punks out quick like Evander Holyfield
More rhymes than music's, my solution
Subscribers of my style here's a contribution
Let's say you want a shovel layer parkin MC's like cars
and drivin MC's away
Tanks gon be full, to rappers wanna tempt me
I break the steering shift and leave em EMPTY
Cause they can't go, so I'ma call a hoe tow truck
To come tow truck your weak SIDE SHOW
Back on the scene is the incredible one man team
When I get mad I turn GREEN
The Fugitive's gone peace, I'm outta here later
And here's a finger, to all you non movin spectators

(repeat 4X) (Hit Squad) The head banger, WHAT?
""Yeahhh, head crack, head crack"" -- Grand Puba, Slow Down
(repeat 3X) (Hit Squad) The head banger, WHAT?
Redman get down!
(Hit Squad) The head banger
""Yeahhh, head crack, head crack""

Verse Four: Redman

SURPRISE NIGGAZ!  The original P-Funk funks you up
I take a hit from a spliff then I get biz with the NEW CUT
Because I can Jam like Teddy if you let me
A Goodfella but still rugged like Joe PESCI
My style is mad funka-to-the-delic with the irrelevant
shit that I kick backflips any four bitch (yeah)
Deduct and I dip then I SWITCH
to an incredible nigga with a *nickle* nine on the hip
I always got played by a honeyDIP
But now I'm on the money TIP so now I call the honeydip honey BITCH
And swing hardcore because that's where I come from (yeah)
I Rock ya like Chubb, and burn scrubs like a dum-dum
Remember Redman, last album I was Hardcore
Now I'm back to tear the frame out your assCRACK
Cause I get wreck, with the tec, with the blunt or moet
And what you see is what you get and what you're gettin is your
ASS KICKED, nigga, hit you with the funkdafied figure
Like A plus funk, funk times stuffed in your back trunk PUNK
Yes the Redman that's what they call me
Wicked with the style you think I have cerebral palsy
Like AAIEEAHAAA, cause I freak the styles crazy
Lullaby your stupid ass, ROCKABYE BABY
The Funkadelic Devil hit your ass with a level from the new school
and still holdin my jewels!

(repeat 4X) (Hit Squad) The head banger, WHAT?
""Yeahhh, head crack, head crack"" -- Grand Puba, Slow Down
(repeat 4X) (Hit Squad) The head banger, WHAT?
(Hit Squad) The head banger
""Yeahhh, head crack, head crack""

(repeat 4X) (Hit Squad) The head banger, WHAT?
""Yeahhh, head crack, head crack"" -- Grand Puba, Slow Down
(repeat 4X) (Hit Squad) The head banger, WHAT?
(Hit Squad) The head banger
""Yeahhh, head crack, head crack""

(repeat 4X) (Hit Squad) The head banger
""Yeahhh, head crack, head crack"" -- Grand Puba, Slow Down
(repeat 4X) (Hit Squad) The head banger
(Hit Squad) The head banger
""Yeahhh, head crack, head crack""",Hip Hop/Rap,sad,1992
TRBFHQG128F93092E5.h5,Donnie McClurkin,Psalm 27,"One thing have I desired up the Lord
And that one thing will I seek for
That I may dwell in His house
And inquire in His temple
And behold the beauty of the beautiful Savior

One thing that I desire from the Lord
That one thing will I seek for
That I may dwell within His house
And inquire in His temple
And behold the beauty of the Lord

Beautiful Savior, beautiful Savior

I am not worried and I am not dismayed
I never will run away, no, I won't
I won't fear the enemy
No, I won't, no no

When they come at me, they're gonna fall
Yes, for Your power will conquer all
There's just one place I wanna be Lord, [Incomprehensible]
That place is

One thing that I desire from the Lord
Yes, that one thing will I seek for
That I may dwell within His house
And inquire in His temple
And behold the beauty of the Lord

Beautiful Savior, beautiful Savior

I don't worry and I am not dismayed
I never will run away, no, I won't
I won't fear my enemies, no no, oh no no

Then when they come at me, they're gonna fall, yes they will
For Your power will conquer all
There's just one thing I wanna see
Help me say, help me say

One thing that I desire from the Lord
That one thing will I seek for
That I may dwell within His house
And inquire in His temple
And behold the beauty of the Lord

Beautiful Savior, yeah, beautiful Savior, yeah
Beautiful Savior, wonderful Jesus
Beautiful Savior, yeah, beautiful Savior, yeah
Beautiful Savior, wonderful Jesus

Beautiful Savior, yeah, beautiful Savior, yeah
Beautiful Savior, wonderful Jesus
Beautiful Savior, yeah, beautiful Savior, yeah
Beautiful Savior, wonderful Jesus

Fairest Lord Jesus, Ruler of creation
Thou art God and Thou of man and so beautiful
Thee will I cherish Thee, Thee will I honor Lord
You're my soul's glory, joy and crown, oh my God

So beautiful

Beautiful Savior, beautiful Savior
God of all creation
How I love and adore You
For You're beautiful beyond all description to say

Beautiful Savior, beautiful Savior
Beautiful Savior, wonderful Jesus
Beautiful Savior, beautiful Savior
Beautiful Savior, wonderful Jesus",Christian,happy,2000
TRBFHRA128F424D28A.h5,Bessie Smith,Chicago Bound Blues,"Late last night, I sold away and cried
Late last night, I sold away and cried
Had the blues for Chicago, I just can't be satisfied

Blues on my brain, my tongue refused to talk
Blues on my brain, my tongue refused to talk
I was followin' my daddy but my feet refuses to walk

Mean old fireman, cruel old engineer
Lord mean old fireman, cruel old engineer
You took my man and left his mama standing here

Big red headline, tomorrow Defender news
Big red headline, tomorrow Defender news
""Woman dead down home, these old Chicago blues""
I said blues",Blues,sad,1991
TRBFHSR128F1472A36.h5,Talking Heads,Papa Legba (2005 Digital Remaster),"You'll be, hmm-hmm-hmm-hmm, magnet for money
You'll be, mm-mm-mm-mm, magnet for love
You'll feel, hmm, light in your body
Now I'm gonna say, gonna say these words:

Rompiendo la monotonia del tiempo
Rompiendo la monotonia del tiempo

It might hmm-mmm-mm-mm...might rain money
It might hm-hi-hi-hi...It might rain fire
Now I'm gonna call,
Gonna call on Legba.
Get yourself a sign
Get your love and desire.

Rompiendo la monotonia del tiempo
Rompiendo la monotonia del tiempo

Singin'

Papa Legba,
Come and open the gate.
Papa Legba,
To the city of camps.
Now, we're your children
Come and ride your horse
In the night
In the night
Come and ride your horse

There is a queen
Of six and sevens and nines
Dust in your garden
Poison in your mind
There is a king
That will steal your soul
Don't let him catch you,
Don't let him get control.

Rompiendo la monotonia del tiempo
Rompiendo la monotonia del tiempo

Papa Legba,
Come and open the gate
Papa Legba,
To the city of camps
Now, we're your children
Come and ride your horse
In the night
In the night, come and ride your horse
In the night
In the night, come and ride your horse
In the night
In the night, come and ride your horse",Rock,sad,1986
TRBFIHG128F4289CF9.h5,The Ataris,Make It Last,"There's a lot on my mind so 
I guess that I'll take it one thing at a time
still sometimes I can't help but wonder why... 
I sit around all day and I waste my whole damn life away
still thinkin' bout' just what there is to say. 

Should I say goodnight? 
go to bed, turn out the fucking light 
and leave you shining in the past. 
Should I try and forget? 
even though next week it's something I'll regret. 
Or, should I try and make it last? 

I think about the day when I felt you'd throw it all away
to try and make me feel like I'm the one. 
You were my best friend 
and I never ever thought those days would end
but now it seems like they are gone. 

What more can I say? 
I never wanted it to be this way, 
and where the hell is yesterday? 
We sure had a blast! 
I'm sorry that we're living in the past
should we try and make it last?",Rock,sad,1997
TRBFIUJ12903CFEB7C.h5,Winds Of Plague,Origins And Endings,"It begins when the time comes in 
And brings forth a dead current
A motion set for certain demise

We watched them come from the depths 
But we couldn't see it till we looked in their eyes
Behind the mask, the demon resides
The meat was stripped from their bones

We destroy!

Burn it all down
Put them back underground 
This is a day that I promise
You will not forget

With the heart of a warrior, 
I rise with all I have left

I watched as the walls crumbled backed 
Backed with a burning sky, legions fell
They left with a mission complete
Genocide fulfilled; leave me for dead

Miscreation of revenge beats through my veins
Empires that once rivaled us fell from the sky
Beg for life as you return to the Earth

The world will bow to me",Rock,sad,2008
TRBFJGB128F42612B1.h5,Brooke Valentine,American Girl,"Why cant we be friends again, girl?
When we were young we were like crew
We went everywhere together
but now, it all faded away

You started becoming friends with her
And you became with your other friend's ex-boyfriend
Oh it just aint the same without you
Cant we try one more time?

(Chorus)
Girl, I just wanna let you know
Im an American girl
Im gonna try to be strong
To do what you want
I know I was a fool to you
And Im sorry for that
Just give me one more chance, girl
Im an American Girl
And I can be the greatest one in the world

There you go, hangin with the rich girls
Pretending you dont even know me


I know I broke your heart
Ever since that one little fight
But girl, its just a fight
We can make up again
Please, let us be friends

(Chorus)


Hey Girl, sometime I know we'll reunite
We gonna handle through this
We're american girls
I know that girl messed up our friendship
and she aint good
but we'll be the supergirls
we'll be american girls!

(Chorus 2x)

Yeah, an american girls
We gon' be strong girl",Hip Hop/Rap,happy,2005
TRBFKMN128F4286D1B.h5,Behemoth,Malice,[explicit],Rock,sad,2000
TRBFLER128F148C52B.h5,The Mighty Mighty Bosstones,Pictures To Prove It,"Well you insisted the day you walked away
That we shared nothing, but I've got something
That I'd still like to say
You're not here to listen, and we were never good at that
Let's set the record straight, we shared something great
Even though now nothing's where we're at

Pictures to prove it, I've got the proof
When you hit the bricks, I hit the roof
I hit the bottle, put the pictures on the bar
I'll always have these pictures, but I don't know where you are
And I've got pictures to prove it
If you saw them, I'm sure
You'd be forced to remember
What we don't have anymore
I've got a pile of pictures
I've got a whole stack of proof
I've got pictures to prove it, I've got, I've got

Pictures to prove it, 
Smudged with fingerprints and tears
Cigarette ashes
And our first few happy years
They're old now, they're faded
And the edges all are frayed
I'll always have these pictures
But I wish that you had stayed

I've got pictures to prove it
If you saw them, I'm sure
You'd be forced to remember
What we don't have anymore
I've got a pile of pictures
I've got a whole stack of proof
I've got pictures to prove it and all I ever do is

Stare at the pictures for hours on end
They tell the truth to me
While I'm sure you just pretend
And you deny we ever happened and swear it never was that way
Even you'll admit when I submit to you exhibit A

Right?

I've got pictures to prove it
I'm not just blowing smoke
If you don't believe me, believe them
No this ain't no joke
I've got a pile of pictures
I've got a whole stack of proof
Someone look at the pictures
I've got, I've got...",Ska,sad,1994
TRBFMAS128E078F352.h5,The Cardigans,Marvel Hill,"Strange to be on Marvel Hill
I've walked some years to find
I know there is a piece to fill
the gap I have in mind
No, nothing's here, I close my eyes
it's on the other side
And what I've worked so hard to gain
I'd gladly give away
'cause I don't need this
I don't need it
I need more
a postcard from where life is athrill
on top of Marvel Hill
but I don't need this
I don't need it
I need more
no, I don' t need this
too good to be true
too good to ignore
I don't need this
I need so much more
It's too much to ask for",Rock,sad,1998
TRBFMGQ128F931E0A0.h5,Kenny Rogers,Love Is What We Make It,"Girl, we've come a long, long way
Too far for us to end this way
Sometimes the cost of love is hard
And we must pay this little give-and-take

So don't you think if you and I
Were just about and let our hearts decide
Maybe it would all work out in time
So won't you stay, please don't go away.

Love, love is what we make it
We can make it so much better if we try
Love, love is what we make it
So let's make it real good this time.

Is it too late to change your mind?
Or has it gone to fall this time
Won't you hold me just one more time
Let's just say:  ""there's a chance for you and me""

Love, love is what we make it...",Country,happy,1999
TRBFNDW128F9359ECE.h5,Mississippi John Hurt,Coffee Blues,"(spoken:)
This is the 'Coffee Blues'. I likes a certain brand:
Maxwell's House, it's good till the last drop
Just like it says on the can, I used to have a girl
Cookin' a good Maxwell House, she moved away
Some said to Memphis and some said to Leland

But I found her, I wanted her to cook me
Some good Maxwell's House.  I understand
If I can get me just a spoonful of Maxwell's House, 
(it'll) Do me much good as two or three cups this other coffee

(begins singing:)
I've got to go to Memphis, bring her back to Leland
I wanna see my baby 'bout a lovin' spoonful, my lovin' spoonful
Well, I'm just got to have my lovin'... 

(spoken:) I found her.

(singing:)
Good mornin', baby, how you do this mornin'?
Well, please, ma'am, just a lovin' spoon, just a lovin' spoonful
I declare, I got to have my lovin' spoonful
My baby packed her suitcase and she went away
I couldn't let her stay for my lovin', my lovin' spoonful
Well, I'm just got to have my lovin'...

Good mornin', baby, how you do this mornin'?
Well, please, ma'am, just a lovin' spoon, just a lovin' spoonful
I declare, I got to have my lovin' spoonful

Well, the preacher in the pulpit, jumpin' up and down
He laid his Bible down for his lovin'...
Ain't Maxwell House all right?
Well, I'm just got to have my lovin'...",Blues,happy,1966
TRBFPCL128F1481F2A.h5,Robert Palmer,Man Smart Woman Smarter,"Let us put man and woman together
And see which one is smarter
Some say men but I say no
The women got the men like a puppet show

Ain't me, it's the people they say
The men are leading the women astray
But I say, it's the women today
Are smarter than the men in every way

That's right
The women are smarter
That's right
The women are smarter

A little boy sat down and cried
An old man passing asked him why
He said I can't do what the big boys do
Old man sat down and he cried, too

Ain't me, it's the people that say
The men are leading the women astray
But I say, it's the women today
Are smarter than the man in every way

That's right
The women are smarter
That's right
The women are smarter

It ain't me, it's the people that say
The men are leading the women astray
But I say, it's the women today
Are smarter than the men in every way

That's right
The women are smarter
That's right
The women are smarter
That's right
The women are smarter
Smarter than the men in every way

That's right
The women are smarter
That's right
The women are smarter
That's right
The women are smarter
Smarter than the men in every way

That's right
It's the people that say
The men are leading the women astray
But I say, it's the women today
Are smarter than the men in every way
That's right they're smarter",Soul,happy,1992
TRBFPRL128F14569B9.h5,Leona Naess,Paper Thin,"Delicate is your heart 
If you move, it may stop 
You run around unaware 
How delicate each beat 
Trembles in my ear 
Men will be boys 
With fire and toys 
And football 

And I will always be aware 
Of how delicate each beat 
trembles in my ear 
Paper thin is how we begin 
And we move from there 

I can hold your heart in my hand 
Feel each beat's demand 
Your paper skin 
And the universe that echoes within 

And I will always be aware 
Of how delicate each beat 
trembles in my ear 
Paper thin is how we begin 
And we move from there 

So stay warm 
And safe from harm 
In my garden is where you belong 

Paper skin is how we begin 
And we move from there 
Paper thin is how we begin 
And move from there 

Paper thin is my heart 
If you move, it may stop 
You run around unaware 
Of how delicate each beat 
Trembles in here...",Rock,sad,2000
TRBFSNP128F14572B5.h5,Vixen,One Night Alone,"I'll tell ya that I love you, if it makes everything alright
I just wanna hold you, I've got something to prove tonight
I'm tired of the telephone, can't you give me one night alone

I'm staring at your picture, I realize what you mean to me
Every single moment is burning deep in my memory
It doesn't matter what they say, our love's too good to throw it away
All we need is

One night alone - 
just you and me, won't you give me
One night alone - 
'cos that's all I need
One night alone - you lovin' me

I wanna feel your heartbeat in the darkness next to mine
I need to feel your heartbeat to know our love's still alive
The power of your tender touch, you know I've waited long, long enough 
For just

One night alone - 
that's how it should be, all we need is
One night alone - just you and me
One night alone - you lovin' me, 
can't you give me
One night, one night

This isn't the way two lovers live
This isn't the dream I wanna be living in, no no no!



I'm tired of this telephone, can't you give me one night alone

One night alone - 
just you and me, all we need is
One night alone - 
that's how it should be
One night alone - you lovin' me, 
all we need is
One night, one night alone",Electronic,happy,1988
TRBFVMO128F14537D3.h5,Gorillaz,All Alone (Live),"All Alone... (x16)

Leviticus-o...
Deuteronomy...

Snatch a piece of my wonderin'
Distant-far like yonderin'
Skin of my tooth like
Seat of my boot like
Fly in my soup like
Where's the waitress?
Can't take this, really can't finish this
These airs and all these graces
It's my mistake, i make it
J-dub to the boom now make it
Bounce-wiggle bounce-wiggle
Shakin' all them bangs out
Chemical cutthroats
Bound to blow the brain out
Cut to the brain
This ain't no game
I'll show no shame
I'll birth this blame
I'm twisted cain
I'll twist again
I'll push the blade
As plain as day
Known to what these sayers say
Known to what these doers do
We shoot where who and you-know-where
We's about to take it there
We's about to make it clear
We happy or we lonesome
The long jump, the beat heart, from start to finish
Ten spoons of spinach
The soul and the spillage
The cup that runneth ovah
Return of the 'Oh God'!

Chorus

Close your eyes and see
When there ain't no light
All you'll ever be
Come on save the night
'Cause I don't believe
When the morning comes, it doesn't 
Seem to say an awful lot to me

Chorus",Hip Hop/Rap,sad,2005
TRBFVZI128F147FCAF.h5,Phil Collins,Please Come Out Tonight,"Please come out tonight I need you here
its been a long, long time and I can't wait
let's find out, let's see what it's like out there
if it rains we'll find somewhere, somewhere dry and warm

You'll say 'my, it's been a long, long time'
I'll say 'how are you? I've been fine'

Please come out tonight, let's go out and see the world
we can try to find, find somewhere
it seems so long ago, I can hardly remember the time
it's all I want, it's all I want, so let's see what we find

You'll say 'there's so much you need to know'
I'll say 'are you really sure you have to go?'

We don't need a reason, no explainations
just stay with me here, tonight
I won't say a word
I just need you here

Please come out tonight, let's go out and find ourselves
you can lean your head on my shoulder, remember?

You'll say 'My, is that the time?'
I'll say 'why not stay with me tonight?'

We don't need a reason
it's so warm inside
there's no one between us
if someone comes we can hide
just lay here beside me
just see what it's like

Please come out tonight",Rock,sad,1993
TRBFWSP128F92F29B4.h5,Warrant,Bed Of Roses,"On a dead end street
In a dead end town
There's a motel that I call home
Just a few small hopes
And a few small dreams
Is all that place is resting on

Desiree lives two doors down
She's been there for way too long
Oh Yeah!
Sometimes when she's feelin' down
you know I hope she hears this song

On a bed of roses
Not beneath some motel light
On a bed of roses
She deserves to sleep tonight
She deserves to sleep tonight

She comes home late everynight
I can hear her walkin' down my hall
She don't talk on the phone too much
When she does I hear it through my wall

Desiree don't have many friends
At least not many good ones
I may be just an ordinary man
But at least I'm someone to lean on

On a bed of roses
Not beneath some motel light
On a bed of roses
She deserves to sleep tonight
She deserves to sleep tonight

Tonight, tonight, tonight, tonight
Tonight, tonight, tonight, tonight

On a bed of roses
Not beneath some motel light
On a bed of roses
She deserves to sleep tonight
On a bed of roses
On a bed of roses
Oh, she deserves to sleep tonight
She deserves to sleep tonight",Rock,happy,1990
TRBFWYX128F145F889.h5,Lil Wayne,Fly Talkin',"<A scrub is a guy that thinks he's fly, and is
Also known as a buster.
Always talkin' about what he wants and just
Sits on his broke
So(no)
I don't want your number (no)
I don't want to give you mine (no)
I don't want to meet you nowhere (no)
I don't want none of your time and (no)
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
There's a scrub checkin' me. but his game is kinda weak.
And i know that he cannot approach me.
'Cause I'm lookin' like cla*s and he's
Lookin' like trash.
Can't get wit' no deadbeat.
So(no)
I don't want your number (no)
I don't want to give you mine (no)
I don't want to meet you nowhere (no)
I don't want none of your time (no)
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
If you don't have a car and your walkin'
Oh yes son I'm talkin' to you 
If you live at home wit' your momma
Oh yes son I'm talkin' to you (baby)
If you have a shorty and you don't show love
Oh yes son I'm talkin' to you 
Wanna get with me with no money,
Oh no! I don't know (oh)
No scrub
No scrub (no no)
No scrub (no no no no no)
No scrub (no no)
I don't want no scrub.
No
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride
Tryin' to holler at me!
I don't want no scrub.
A scrub is a guy that can't get no love from me.
Hangin' out the passenger side of his best friend's ride",Hip Hop/Rap,sad,2002
